datetime,symbol,open,high,low,close,volume
2023-01-01 07:00:00,Bitstamp:BTCUSD,16530.0,16546.0,16507.0,16522.0,59.43669455
2023-01-01 11:00:00,Bitstamp:BTCUSD,16523.0,16535.0,16496.0,16517.0,64.83189631
2023-01-01 15:00:00,Bitstamp:BTCUSD,16517.0,16544.0,16498.0,16544.0,74.12003772
2023-01-01 19:00:00,Bitstamp:BTCUSD,16544.0,16560.0,16535.0,16546.0,67.30109506
2023-01-01 23:00:00,Bitstamp:BTCUSD,16546.0,16612.0,16546.0,16597.0,99.6205198
2023-01-02 03:00:00,Bitstamp:BTCUSD,16597.0,16622.0,16590.0,16615.0,108.52249457
2023-01-02 07:00:00,Bitstamp:BTCUSD,16615.0,16688.0,16552.0,16661.0,167.37481123
2023-01-02 11:00:00,Bitstamp:BTCUSD,16660.0,16746.0,16618.0,16718.0,189.9900631
2023-01-02 15:00:00,Bitstamp:BTCUSD,16716.0,16752.0,16706.0,16730.0,192.52665767
2023-01-02 19:00:00,Bitstamp:BTCUSD,16730.0,16739.0,16672.0,16727.0,113.13417218
2023-01-02 23:00:00,Bitstamp:BTCUSD,16732.0,16734.0,16704.0,16727.0,91.05091013
2023-01-03 03:00:00,Bitstamp:BTCUSD,16728.0,16782.0,16665.0,16673.0,292.65082249
2023-01-03 07:00:00,Bitstamp:BTCUSD,16668.0,16700.0,16654.0,16689.0,116.75056962
2023-01-03 11:00:00,Bitstamp:BTCUSD,16690.0,16766.0,16682.0,16727.0,179.94590537
2023-01-03 15:00:00,Bitstamp:BTCUSD,16727.0,16748.0,16699.0,16716.0,166.05581409
2023-01-03 19:00:00,Bitstamp:BTCUSD,16715.0,16764.0,16614.0,16673.0,459.76979552
2023-01-03 23:00:00,Bitstamp:BTCUSD,16672.0,16678.0,16605.0,16635.0,324.05661139
2023-01-04 03:00:00,Bitstamp:BTCUSD,16635.0,16684.0,16635.0,16670.0,141.49508014
2023-01-04 07:00:00,Bitstamp:BTCUSD,16673.0,16867.0,16652.0,16860.0,291.91312043
2023-01-04 11:00:00,Bitstamp:BTCUSD,16865.0,16896.0,16839.0,16867.0,232.86567377
2023-01-04 15:00:00,Bitstamp:BTCUSD,16867.0,16906.0,16834.0,16834.0,354.81855742
2023-01-04 19:00:00,Bitstamp:BTCUSD,16834.0,16848.0,16760.0,16847.0,438.85426681
2023-01-04 23:00:00,Bitstamp:BTCUSD,16847.0,16984.0,16790.0,16833.0,538.91572208
2023-01-05 03:00:00,Bitstamp:BTCUSD,16832.0,16861.0,16778.0,16849.0,180.83278201
2023-01-05 07:00:00,Bitstamp:BTCUSD,16847.0,16869.0,16810.0,16823.0,95.67939732
2023-01-05 11:00:00,Bitstamp:BTCUSD,16824.0,16851.0,16789.0,16818.0,128.38728548
2023-01-05 15:00:00,Bitstamp:BTCUSD,16819.0,16831.0,16784.0,16830.0,136.97455926
2023-01-05 19:00:00,Bitstamp:BTCUSD,16831.0,16871.0,16755.0,16840.0,369.42703613
2023-01-05 23:00:00,Bitstamp:BTCUSD,16840.0,16869.0,16798.0,16860.0,205.51508318
2023-01-06 03:00:00,Bitstamp:BTCUSD,16860.0,16866.0,16817.0,16826.0,196.37128279
2023-01-06 07:00:00,Bitstamp:BTCUSD,16826.0,16865.0,16802.0,16830.0,113.56624802
2023-01-06 11:00:00,Bitstamp:BTCUSD,16830.0,16833.0,16778.0,16784.0,215.63757557
2023-01-06 15:00:00,Bitstamp:BTCUSD,16784.0,16805.0,16712.0,16733.0,227.83979756
2023-01-06 19:00:00,Bitstamp:BTCUSD,16733.0,16835.0,16669.0,16834.0,463.87951164
2023-01-06 23:00:00,Bitstamp:BTCUSD,16834.0,16956.0,16804.0,16935.0,263.01529959
2023-01-07 03:00:00,Bitstamp:BTCUSD,16935.0,17024.0,16888.0,16950.0,454.93132029
2023-01-07 07:00:00,Bitstamp:BTCUSD,16951.0,16975.0,16936.0,16951.0,104.47735479
2023-01-07 11:00:00,Bitstamp:BTCUSD,16951.0,16951.0,16924.0,16946.0,58.62514503
2023-01-07 15:00:00,Bitstamp:BTCUSD,16946.0,16949.0,16910.0,16918.0,67.00250412
2023-01-07 19:00:00,Bitstamp:BTCUSD,16917.0,16943.0,16907.0,16936.0,111.49362147
2023-01-07 23:00:00,Bitstamp:BTCUSD,16936.0,16942.0,16916.0,16940.0,83.87995753
2023-01-08 03:00:00,Bitstamp:BTCUSD,16940.0,16946.0,16931.0,16945.0,98.27584147
2023-01-08 07:00:00,Bitstamp:BTCUSD,16946.0,16953.0,16915.0,16938.0,87.97259183
2023-01-08 11:00:00,Bitstamp:BTCUSD,16938.0,16951.0,16936.0,16950.0,33.62274428
2023-01-08 15:00:00,Bitstamp:BTCUSD,16951.0,16961.0,16929.0,16929.0,66.55844226
2023-01-08 19:00:00,Bitstamp:BTCUSD,16929.0,17009.0,16924.0,16998.0,132.34920498
2023-01-08 23:00:00,Bitstamp:BTCUSD,17001.0,17012.0,16919.0,16929.0,157.41384526
2023-01-09 03:00:00,Bitstamp:BTCUSD,16929.0,17163.0,16926.0,17119.0,338.65526446
2023-01-09 07:00:00,Bitstamp:BTCUSD,17124.0,17245.0,17108.0,17199.0,599.13795913
2023-01-09 11:00:00,Bitstamp:BTCUSD,17199.0,17250.0,17184.0,17203.0,244.51923872
2023-01-09 15:00:00,Bitstamp:BTCUSD,17202.0,17278.0,17187.0,17241.0,381.14583585
2023-01-09 19:00:00,Bitstamp:BTCUSD,17240.0,17328.0,17198.0,17271.0,283.04517963
2023-01-09 23:00:00,Bitstamp:BTCUSD,17270.0,17393.0,17270.0,17298.0,415.19029085
2023-01-10 03:00:00,Bitstamp:BTCUSD,17296.0,17310.0,17136.0,17179.0,289.59812206
2023-01-10 07:00:00,Bitstamp:BTCUSD,17177.0,17230.0,17147.0,17206.0,241.01580014
2023-01-10 11:00:00,Bitstamp:BTCUSD,17205.0,17231.0,17193.0,17198.0,116.5983541
2023-01-10 15:00:00,Bitstamp:BTCUSD,17200.0,17279.0,17191.0,17256.0,160.20139544
2023-01-10 19:00:00,Bitstamp:BTCUSD,17254.0,17368.0,17215.0,17328.0,436.29149717
2023-01-10 23:00:00,Bitstamp:BTCUSD,17329.0,17452.0,17290.0,17431.0,214.90132541
2023-01-11 03:00:00,Bitstamp:BTCUSD,17435.0,17490.0,17407.0,17446.0,185.42677491
2023-01-11 07:00:00,Bitstamp:BTCUSD,17448.0,17504.0,17371.0,17419.0,199.70635668
2023-01-11 11:00:00,Bitstamp:BTCUSD,17419.0,17458.0,17395.0,17449.0,197.67738999
2023-01-11 15:00:00,Bitstamp:BTCUSD,17449.0,17468.0,17412.0,17438.0,132.91145369
2023-01-11 19:00:00,Bitstamp:BTCUSD,17435.0,17436.0,17318.0,17328.0,345.86030773
2023-01-11 23:00:00,Bitstamp:BTCUSD,17328.0,17551.0,17325.0,17549.0,328.45520969
2023-01-12 03:00:00,Bitstamp:BTCUSD,17551.0,17992.0,17514.0,17930.0,699.84159823
2023-01-12 07:00:00,Bitstamp:BTCUSD,17948.0,18370.0,17911.0,18224.0,570.66370492
2023-01-12 11:00:00,Bitstamp:BTCUSD,18226.0,18234.0,18081.0,18137.0,266.16314729
2023-01-12 15:00:00,Bitstamp:BTCUSD,18134.0,18216.0,18073.0,18206.0,231.05386955
2023-01-12 19:00:00,Bitstamp:BTCUSD,18199.0,18350.0,17933.0,18090.0,1555.74883374
2023-01-12 23:00:00,Bitstamp:BTCUSD,18087.0,19036.0,18060.0,18898.0,1804.88464698
2023-01-13 03:00:00,Bitstamp:BTCUSD,18895.0,19114.0,18770.0,18853.0,697.63870717
2023-01-13 07:00:00,Bitstamp:BTCUSD,18852.0,18888.0,18720.0,18879.0,235.69327351
2023-01-13 11:00:00,Bitstamp:BTCUSD,18877.0,18878.0,18784.0,18824.0,144.70250956
2023-01-13 15:00:00,Bitstamp:BTCUSD,18828.0,19050.0,18816.0,18922.0,363.43396055
2023-01-13 19:00:00,Bitstamp:BTCUSD,18917.0,19304.0,18818.0,19267.0,1078.26426498
2023-01-13 23:00:00,Bitstamp:BTCUSD,19279.0,19389.0,19075.0,19364.0,799.18732884
2023-01-14 03:00:00,Bitstamp:BTCUSD,19365.0,19991.0,19326.0,19931.0,1144.33462176
2023-01-14 07:00:00,Bitstamp:BTCUSD,19936.0,21247.0,19895.0,20969.0,3104.23755923
2023-01-14 11:00:00,Bitstamp:BTCUSD,20969.0,21014.0,20787.0,20901.0,389.15658133
2023-01-14 15:00:00,Bitstamp:BTCUSD,20900.0,21021.0,20244.0,20732.0,1294.22646319
