date,total_value,cash,positions_value
2025-04-11 11:00:00,97917.00480962577,78007.7264180916,19909.27839153417
2025-04-11 15:00:00,98125.5931423172,78007.7264180916,20117.866724225605
2025-04-11 19:00:00,98220.9408055569,78007.7264180916,20213.214387465297
2025-04-11 23:00:00,98547.42689150873,78007.7264180916,20539.700473417135
2025-04-12 03:00:00,98445.9514864156,78007.7264180916,20438.225068323998
2025-04-12 07:00:00,98338.59344914314,78007.7264180916,20330.867031051544
2025-04-12 11:00:00,98522.18059507251,78007.7264180916,20514.454176980915
2025-04-12 15:00:00,98472.91355057077,78007.7264180916,20465.187132479172
2025-04-12 19:00:00,98834.45031992433,78007.7264180916,20826.72390183274
2025-04-12 23:00:00,98825.62637165537,78007.7264180916,20817.89995356377
2025-04-13 03:00:00,98909.20877053644,78007.7264180916,20901.482352444844
2025-04-13 07:00:00,98946.95566035369,78007.7264180916,20939.229242262096
2025-04-13 11:00:00,98702.33620556394,78007.7264180916,20694.60978747235
2025-04-13 15:00:00,98721.45476014672,78007.7264180916,20713.728342055125
2025-04-13 19:00:00,98553.0644140139,78007.7264180916,20545.33799592231
2025-04-13 23:00:00,98576.84005240528,78007.7264180916,20569.11363431369
2025-04-14 03:00:00,98526.34745953286,78007.7264180916,20518.621041441264
2025-04-14 07:00:00,98731.0140374381,78007.7264180916,20723.287619346505
2025-04-14 11:00:00,98730.27870841569,78007.7264180916,20722.552290324093
2025-04-14 15:00:00,98823.17527491399,78007.7264180916,20815.44885682239
2025-04-14 19:00:00,98620.95979375014,78007.7264180916,20613.233375658543
2025-04-14 23:00:00,98821.70461686916,78007.7264180916,20813.978198777564
2025-04-15 03:00:00,98739.83798570707,78007.7264180916,20732.111567615473
2025-04-15 07:00:00,98934.45506697264,78007.7264180916,20926.72864888105
2025-04-15 11:00:00,99021.71411096578,78007.7264180916,21013.987692874187
2025-04-15 15:00:00,98984.94765984509,78007.7264180916,20977.22124175349
2025-04-15 19:00:00,98821.21439752089,78007.7264180916,20813.487979429294
2025-04-15 23:00:00,98600.1254714484,78007.7264180916,20592.3990533568
2025-04-16 03:00:00,98519.97460800527,78007.7264180916,20512.248189913676
2025-04-16 07:00:00,98518.74905963457,78007.7264180916,20511.02264154298
2025-04-16 11:00:00,98440.55907358456,78007.7264180916,20432.832655492966
2025-04-16 15:00:00,98603.06678753806,78007.7264180916,20595.340369446465
2025-04-16 19:00:00,98803.07628163467,78007.7264180916,20795.349863543073
2025-04-16 23:00:00,98681.9921026105,78007.7264180916,20674.265684518905
2025-04-17 03:00:00,98587.61360302236,98587.61360302236,0.0
2025-04-17 07:00:00,98587.61360302236,98587.61360302236,0.0
2025-04-17 11:00:00,98587.61360302236,98587.61360302236,0.0
2025-04-17 15:00:00,98587.61360302236,98587.61360302236,0.0
2025-04-17 19:00:00,98587.61360302236,98587.61360302236,0.0
2025-04-17 23:00:00,98587.61360302236,98587.61360302236,0.0
2025-04-18 03:00:00,98587.61360302236,98587.61360302236,0.0
2025-04-18 07:00:00,98567.89608030175,78850.37335969727,19717.52272060448
2025-04-18 11:00:00,98520.95070431389,78850.37335969727,19670.577344616613
2025-04-18 15:00:00,98526.52837274809,78850.37335969727,19676.15501305081
2025-04-18 19:00:00,98456.11030876629,78850.37335969727,19605.736949069018
2025-04-18 23:00:00,98498.64003057708,78850.37335969727,19648.266670879806
2025-04-19 03:00:00,98480.97741386878,78850.37335969727,19630.604054171505
2025-04-19 07:00:00,98577.42459721018,78850.37335969727,19727.051237512904
2025-04-19 11:00:00,98655.27955243757,78850.37335969727,19804.906192740295
2025-04-19 15:00:00,98655.04714958614,78850.37335969727,19804.673789888868
2025-04-19 19:00:00,98646.68064693484,78850.37335969727,19796.307287237563
2025-04-19 23:00:00,98624.83477890088,78850.37335969727,19774.46141920361
2025-04-20 03:00:00,98620.65152757523,78850.37335969727,19770.278167877957
2025-04-20 07:00:00,98641.5677842035,78850.37335969727,19791.19442450622
2025-04-20 11:00:00,98556.04353487908,78850.37335969727,19705.670175181804
2025-04-20 15:00:00,98401.26323582997,78850.37335969727,19550.8898761327
